geo_country,geo_state,geo_place,name,type,county,lon,lat
United States,New Mexico,Chacon,Chacon,populated place,Mora,-105.36779,36.1442
United States,New Mexico,Los Cordovas,Los Cordovas,populated place,Taos,-105.63751,36.38725
United States,New York,Southfields,Southfields,populated place,Orange,-74.17542,41.24482
United States,Oklahoma,Cardin,Cardin (historical),abandoned populated place,Ottawa,-94.84884,36.97257
United States,South Dakota,Two Bit Creek,Two Bit Creek,stream,Lawrence,-103.63103,44.38721
United States,Maryland,Glyndon,Glyndon,populated place,Baltimore,-76.81499,39.47698
United States,New Hampshire,Franconia,Franconia,populated place,Grafton,-71.74786,44.22701
United States,New York,Pine Camp,Camp Pine Knot,camp(s),Hamilton,-74.62611,43.82139
United States,New York,Travers Island,Travers Island,island,Westchester,-73.78763,40.88732
United States,Oregon,Rogue River National Forest,Rogue River Siskiyou National Forest Law Enforcement High Cascades Ranger District Prospect,building(s),Jackson,-122.48894,42.76284
United States,Maine,Mooselookmeguntic Lake,Mooselookmeguntic Lake,reservoir(s),Oxford,-70.80004,44.90209
United States,New Mexico,Amalia,Amalia,populated place,Taos,-105.45445,36.94197
United States,Oregon,Bonneville Dam,Bonneville Dam,dam,Multnomah,-121.94064,45.64428
United States,Maryland,Kings Creek,Kings Creek,stream,NA,-75.72937,38.17068
United States,North Carolina,Corbett Ridge,Corbett Ridge,ridge(s),Caswell,-79.23057,36.28542
United States,Minnesota,Craigville,Craigville,populated place,Koochiching,-93.61296,47.903
United States,Oregon,West Stayton,Stayton,populated place,Marion,-122.79453,44.80068
United States,Vermont,East Berkshire,East Berkshire,populated place,Franklin,-72.7093,44.93532
United States,Indiana,Gibson,Gibson,second-order administrative division,Gibson,-87.58459,38.31183
United States,North Carolina,Penderlea Homesteads,Penderlea Homesteads,,Pender,-77.9836,34.62656
United States,North Dakota,Wheelock,Wheelock,populated place,Williams,-103.25241,48.29641
United States,West Virginia,Erwin,Erwin,populated place,Preston,-79.63839,39.29649
United States,Wisconsin,Tipler,Tipler,populated place,Florence,-88.63485,45.92496
United States,Alabama,Prairie Farms,Prairie Farm School,school,Macon,-85.99107,32.38236
United States,Kansas,Argentine,Argentine,populated place,Wyandotte,-94.67246,39.075
United States,Montana,Brewster Ranch,Brewster Ranch,,Rosebud,-106.60977,45.27999
United States,New Jersey,Radburn,Radburn,populated place,Bergen,-74.11653,40.9426
United States,New York,Townsend,Townsend Pond,lake,Herkimer,-74.83917,43.81376
United States,West Virginia,Longacre,Longacre,populated place,Fayette,-81.30344,38.16761
United States,Arkansas,Lehi,Lehi,populated place,Crittenden,-90.2926,35.14731
United States,Maine,Lille,Lille Post Office (historical),post office,Aroostook,-68.10781,47.27865
United States,North Carolina,Tallyho,Tallyho Church,church,Granville,-78.71111,36.20876
United States,Idaho,Salmon River Valley,Middle Fork Salmon Wild and Scenic River,park,Idaho,-115.08261,45.7688
United States,Maine,Buffalo Hill,Buffalo Hill,mountain,Hancock,-68.28316,45.09001
United States,Oregon,Nyssa Heights,Nyssa Heights,populated place,Malheur,-117.02599,43.89433
United States,Arkansas,Centerville,Centerville,populated place,Yell,-93.16879,35.11287
United States,Georgia,Penfield,Penfield,populated place,Greene,-83.17738,33.66735
United States,Louisiana,St. Bernard,Saint Bernard,second-order administrative division,St. Bernard,-89.82422,29.87399
United States,Nevada,Dangberg Ranch,Bench Creek Ranch,,Churchill,-117.9754,39.47603
United States,Colorado,Frying Pan Creek,Fryingpan River,stream,Eagle,-107.03421,39.36665
United States,Hawaii,Kauai,Lihue Airport,airport,Kauai,-159.33861,21.97583
United States,Louisiana,Bayou Bourbeaux,Bayou Bourbeaux,lake,Natchitoches,-92.92101,31.61624
United States,Louisiana,Transylvania,Transylvania,populated place,East Carroll,-91.18261,32.67847
United States,Massachusetts,Watertown,Watertown,populated place,Middlesex,-71.18283,42.37093
United States,New Hampshire,Franconia Notch,Franconia Notch State Park,park,Grafton,-71.68675,44.14951
United States,New Mexico,Isleta,Isleta Pueblo,populated place,Bernalillo,-106.68086,34.907
United States,North Carolina,Carr,Carr Township,third-order administrative division,Durham,-78.75093,35.97689
United States,Puerto Rico,Santurce,Santurce Barrio,second-order administrative division,NA,-66.04714,18.44084
United States,Virgin Islands of the U.S.,Bethlehem,Bethlehem Old Work,populated place,NA,-64.79376,17.73136
United States,Arizona,Solomonsville,Solomon,populated place,Graham,-109.63397,32.81257
United States,California,Cajon,El Cajon,populated place,San Diego,-116.96253,32.79477
United States,Colorado,Ashcroft,Ashcroft,populated place,Pitkin,-106.79976,39.0536
United States,Maryland,Relay,Relay,populated place,Baltimore,-76.70303,39.22788
United States,North Carolina,Manchester,Fort Bragg,populated place,Cumberland,-79.00603,35.139
United States,Ohio,Linworth,Linworth,populated place,Franklin,-83.04907,40.09006
United States,Utah,Consumers,Consumers,populated place,Carbon,-111.06267,39.70052
United States,California,Coachella Valley,Coachella Valley,valley,Riverside,-116.35918,33.76669
United States,Louisiana,Grand Ecaille,Grande Ecaille,populated place,Plaquemines,-89.78062,29.37911
United States,North Carolina,Farrington,Farrington,populated place,Chatham,-79.0139,35.80181
United States,Puerto Rico,Ensenada,Ensenada Barrio,second-order administrative division,NA,-66.92869,17.96969
United States,Tennessee,Pickwick Dam,Pickwick Dam,,Hardin,-88.24171,35.05231
United States,Utah,Ironton,Ironton,populated place,Utah,-111.61825,40.19857
United States,West Virginia,Marine,Marine,populated place,Mcdowell,-81.63066,37.46289
United States,Maine,Soldier Pond,Little Soldier Pond,lake,Penobscot,-68.63776,45.79786
United States,New Mexico,Llano Quemado,Llano Quemado,populated place,Taos,-105.61279,36.34891
United States,Colorado,Cimarron,Cimarron,populated place,Montrose,-107.55673,38.44249
United States,Connecticut,Berlin,Berlin,populated place,Hartford,-72.74565,41.62149
United States,Iowa,Ringgold,Ringgold,second-order administrative division,Ringgold,-94.24397,40.7352
United States,Maine,Long Pond,Long Pond,lake,Hancock,-68.36357,44.32985
United States,Michigan,Mansfield,Mansfield Township,third-order administrative division,Iron,-88.18001,46.20331
United States,Mississippi,Hillhouse,Hillhouse,populated place,Coahoma,-90.81816,34.12566
United States,Montana,Saint Mary Lake,Saint Mary Lake,lake,Glacier,-113.52518,48.68673
United States,Vermont,Bridgewater,Bridgewater,populated place,Windsor,-72.6251,43.58812
United States,Vermont,West Danville,West Danville,populated place,Caledonia,-72.1951,44.4095
United States,Louisiana,Saint Martinville,Saint Martinville,seat of a second-order administrative division,St. Martin,-91.83345,30.1252
United States,Minnesota,Ericsburg,Ericsburg,populated place,Koochiching,-93.33126,48.48771
United States,New York,Arden,Arden,populated place,Orange,-74.15292,41.27454
United States,North Carolina,Cedar Grove,Cedar Grove,populated place,Orange,-79.16779,36.16764
United States,North Carolina,Old Trap,Old Trap,populated place,Camden,-76.02687,36.24071
United States,West Virginia,Capels,Capels,populated place,Mcdowell,-81.6015,37.45456
United States,Arizona,Friendly Corners,Friendly Corners,populated place,Pinal,-111.55095,32.61784
United States,New Jersey,Bivalve,Bivalve,populated place,Cumberland,-75.03379,39.23428
United States,North Carolina,Shoofly,Shoofly,populated place,Granville,-78.72917,36.22264
United States,Oregon,Hood River Valley,Hood River Valley High School,school,Hood River,-121.54646,45.68463
United States,Pennsylvania,Frankford,Pennypack and Frankford Park,park,Philadelphia,-75.0135,40.04713
United States,Puerto Rico,La Plata,Plata Barrio,second-order administrative division,NA,-66.23562,18.16103
United States,Utah,Widtsoe,Widtsoe,populated place,Garfield,-111.99547,37.83221
United States,Vermont,Dummerston,West Dummerston,populated place,Windham,-72.61537,42.92647
United States,West Virginia,Davey,Davey School (historical),school,Hampshire,-78.73002,39.26066
United States,California,Summit City,Lake Shasta,populated place,Shasta,-122.37084,40.68043
United States,Kentucky,South Fork Kentucky River,Chaplin River,stream,Washington,-85.27857,37.84423
United States,Massachusetts,Billerica,Billerica,populated place,Middlesex,-71.26895,42.55843
United States,Massachusetts,Greenfield,Greenfield,populated place,Franklin,-72.59953,42.58759
United States,Michigan,Gibbs City,Gibbs City,populated place,Iron,-88.70069,46.22578
United States,Minnesota,Mahoning Mine,Hull-Rust-Mahoning Mine Historical Marker,park,St. Louis,-92.9375,47.43333
United States,Montana,Bannack,Bannack,populated place,Beaverhead,-112.99559000000001,45.16103
United States,Pennsylvania,Barto,Barto Community Park,park,Berks,-75.61149,40.38945
United States,Rhode Island,Usquepaugh,Usquepaug,populated place,Washington,-71.60895,41.50316
United States,South Carolina,St. Helena Island,Lady's Island - St. Helena Fire District Station 21,building(s),Beaufort,-80.62824,32.4765
United States,Washington,Eureka Flat,Eureka Flat,plain(s),Walla Walla,-118.57526,46.32569
United States,Arizona,Boriana Mine,Boriana Mines,mine(s),Mohave,-113.91634,34.93806
United States,California,Salinas Valley,Salinas Valley Fairgrounds,park,Monterey,-121.12797,36.20469
United States,Minnesota,Danube Mine,Danube Mine,mine(s),Itasca,-93.4116,47.31188
United States,Mississippi,Hill House,Old Meeting House Hill,mountain,Jones,-89.10922,31.66461
United States,Mississippi,Sunflower Plantation,Heathman,populated place,Sunflower,-90.72037,33.44012
United States,Montana,Homestead,Parker Homestead State Park,park,Jefferson,-111.66748,45.84993
United States,Rhode Island,Foster,Foster,populated place,Providence,-71.75812,41.85371
United States,California,Meloland,Meloland,populated place,Imperial,-115.44749,32.80311
United States,Connecticut,Montville,Mohegan,populated place,New London,-72.0998,41.47676
United States,Florida,Dania,Dania Beach,populated place,Broward,-80.14393,26.05231
United States,Louisiana,Burrwood,Burrwood Oil Field,oilfield,NA,-89.41394,28.9294
United States,Louisiana,Fullerton,Fullerton,populated place,Vernon,-92.9821,30.99324
United States,Mississippi,Scott,Scott,second-order administrative division,Scott,-89.53764,32.40638
United States,Oregon,West Carlton,Carlton,populated place,Yamhill,-123.17649,45.29428
United States,Tennessee,Cumberland Homesteads,Cumberland Homesteads,populated place,Cumberland,-84.94523,35.9084
United States,Virginia,Fort Myer,Fort Myer,military installation,Arlington,-77.07754,38.87186
United States,West Virginia,Twin Branch,Twin Branch,populated place,Mcdowell,-81.66844,37.47483
United States,Alabama,Guntersville Dam,Guntersville Dam,dam,Marshall,-86.3922,34.4236
United States,California,Central Valley,Santa Maria,populated place,Santa Barbara,-120.43572,34.95303
United States,California,Gold Hill,Gold Run,populated place,Placer,-120.85577,39.18073
United States,California,San Quentin,San Quentin,populated place,Marin,-122.4848,37.94126
United States,Iowa,Fort Des Moines,Fort Des Moines Park,park,Polk,-93.60577,41.51943
United States,Iowa,Lamoille,LaMoille,populated place,Marshall,-93.03853,42.03054
United States,Louisiana,Mix,Mix,populated place,Pointe Coupee,-91.48511,30.65769
United States,Massachusetts,West Andover,West Andover,populated place,Essex,-71.15839,42.6612
United States,Mississippi,Good Hope Plantation,Good Hope,populated place,Holmes,-90.30037,33.10179
United States,Nevada,El Dorado Canyon,Eldorado Canyon,valley,Pershing,-118.24737,40.52741
United States,New York,Sterlingville,Sterlingville,populated place,Jefferson,-75.68715,44.10312
United States,Vermont,East Albany,East Albany,populated place,Orleans,-72.31622,44.73116
United States,Virginia,Milford,Milford,populated place,Caroline,-77.37331,38.02319
United States,Wyoming,Emblem,Emblem,populated place,Big Horn,-108.39178,44.50579
United States,Florida,Saint Petersburg,St. Petersburg,populated place,Pinellas,-82.67927,27.77086
United States,Florida,Winterhaven,Winterhaven Hotel,hotel,Dade,-80.1298,25.7852
United States,Indiana,Templeton,Templeton,populated place,Benton,-87.20779,40.51281
United States,Kentucky,Morris Fork,Morris Fork,populated place,Breathitt,-83.51602,37.38259
United States,Maine,Boothbay,Boothbay,populated place,Lincoln,-69.63366,43.87647
United States,Maine,Kennebago River,Kennebago River,stream,Franklin,-70.78312,44.98978
United States,New York,Bear Mountain,Bear Mountain State Park,park,Rockland,-73.99986,41.29621
United States,New York,Manhattan Beach,Manhattan Beach,section of populated place,Kings,-73.94708,40.57733
United States,North Carolina,Gordonton,Gordontown,populated place,Davidson,-80.10866,35.75569
United States,California,Mission Valley,Fremont,populated place,Alameda,-121.98857,37.54827
United States,Florida,Baker,Baker,second-order administrative division,Baker,-82.28459,30.33107
United States,Florida,Deerfield,Deerfield Beach,populated place,Broward,-80.09977,26.31841
United States,Louisiana,Jarreau,Jarreau,populated place,Pointe Coupee,-91.45095,30.62074
United States,Louisiana,Saint Bernard,Saint Bernard,second-order administrative division,St. Bernard,-89.82422,29.87399
United States,Maryland,Scotland,Scotland,populated place,St. Marys,-76.36189,38.08902
United States,Maryland,Sparrows Point,Sparrows Point Shipyard and Industrial Complex,industrial area,Baltimore,-76.49248,39.21952
United States,Minnesota,Mahoning-Hull-Rust Mine,Hull-Rust-Mahoning Mine Historical Marker,park,St. Louis,-92.9375,47.43333
United States,Nevada,Rhyolite,Rhyolite,populated place,Nye,-116.82923,36.90383
United States,New Jersey,Green Brook,Green Brook Township,populated place,Somerset,-74.48417,40.60431
United States,New Mexico,Rodarte,Rodarte,populated place,Taos,-105.67279,36.15197
United States,New York,Fort Hunter,Fort Hunter,populated place,Montgomery,-74.28513,42.9423
United States,North Carolina,Prospect Hill,Prospect Hill,populated place,Caswell,-79.19085,36.2493
United States,North Dakota,Grassy Butte,Grassy Butte,populated place,Mckenzie,-103.24797,47.39251
United States,Texas,Neches,Beaumont,seat of a second-order administrative division,Jefferson,-94.10185,30.08605
United States,Vermont,Craftsbury,Craftsbury Common,populated place,Orleans,-72.38205,44.65422
United States,Virginia,Corbin Hollow,Corbin Hollow,valley,Madison,-78.31973,38.56818
United States,Virginia,Nethers,Nethers,populated place,Madison,-78.27778,38.5704
United States,Connecticut,North Branford,Branford,populated place,New Haven,-72.8151,41.27954
United States,Georgia,Mosquito Crossing,Mosquito Crossing,populated place,Greene,-83.1171,33.47458
United States,Idaho,Boise,Boise,seat of a first-order administrative division,Ada,-116.20345,43.6135
United States,Kentucky,Quicksand,Quicksand,populated place,Breathitt,-83.3449,37.52898
United States,Michigan,Hagerman Lake,Hagerman Lake,lake,Iron,-88.77896,46.05994
United States,Minnesota,Beltrami Island,Star Island,island,Beltrami,-94.57831,47.41662
United States,Montana,Laredo,Laredo,populated place,Hill,-109.88326,48.43138
United States,Montana,Logan Pass,Logan Pass,gap,Flathead,-113.71817,48.69664
United States,Montana,Spokane Ranch,Spokane Ranch,,Beaverhead,-113.49673,45.63215
United States,Utah,Garfield,Garfield,second-order administrative division,Garfield,-111.44313,37.85492
United States,Virgin Islands of the U.S.,La Vallee,La Vallee,populated place,NA,-64.80306,17.77778
United States,Alabama,Falco,Falco,populated place,Covington,-86.61829,31.04907
United States,Georgia,Veazy,Veazey,populated place,Greene,-83.14099,33.50457
United States,Idaho,Oro Fino,Orofino Creek,stream,Clearwater,-116.25486,46.47601
United States,Kansas,Camp Funston,Camp Funston,military installation,Riley,-96.72889,39.09694
United States,Kentucky,Frozen Creek,Frozen Creek,populated place,Breathitt,-83.42185,37.5912
United States,Kentucky,Stinking Creek,Stinking Creek,stream,Knox,-83.81603,36.83759
United States,Maine,Livermore,Livermore,populated place,Androscoggin,-70.24922,44.38396
United States,Maine,Saint David,Saint David,populated place,Aroostook,-68.23143,47.33948
United States,Massachusetts,Truro,Truro,populated place,Barnstable,-70.04975,41.99344
United States,Minnesota,Gheen,Gheen,populated place,St. Louis,-92.80823,47.96797
United States,New Jersey,Maplewood,Maplewood,populated place,Essex,-74.27348,40.73121
United States,North Carolina,Hiwassee Dam,Hiwassee Village,populated place,Cherokee,-84.1713,35.14897
United States,Rhode Island,Slatersville,Slatersville,populated place,Providence,-71.57979,42.00038
United States,Alabama,Bankhead,Bankhead Lake,reservoir(s),Tuscaloosa,-87.29558,33.47961
United States,Alabama,Palmerdale,Palmerdale,populated place,Jefferson,-86.6461,33.73871
United States,Colorado,Camp Carson,Fort Carson,populated place,El Paso,-104.78886,38.73749
United States,Connecticut,Canterbury,Canterbury,populated place,Windham,-71.97091,41.69843
United States,Connecticut,Greenfield,Greenfield Hill,populated place,Fairfield,-73.29178,41.17649
United States,Connecticut,Suffield,Suffield,populated place,Hartford,-72.65065,41.98176
United States,Florida,Camp Blanding,Camp Blanding State Wildlife Management Area,park,Clay,-81.93677,29.93941
United States,Georgia,Greshamville,Greshamville,populated place,Greene,-83.32377,33.62651
United States,Maine,New Sweden,New Sweden,populated place,Aroostook,-68.120590000000007,46.94171
United States,Massachusetts,East Bridgewater,East Bridgewater,populated place,Plymouth,-70.95921,42.03343
United States,Michigan,Bruce Crossing,Bruce Crossing,populated place,Ontonagon,-89.17875,46.53494
United States,Michigan,Franklin Mine,Franklin Mine,populated place,Houghton,-88.57318,47.13993
United States,Michigan,Trout Creek,Trout Creek Township Park,park,Ontonagon,-89.01222,46.47722
United States,Montana,Mouat,Mouat (historical),abandoned populated place,Stillwater,-109.9174,45.34994
United States,New Hampshire,Sugar Hill,Sugar Hill,populated place,Grafton,-71.79953,44.21534
United States,New Mexico,El Porvenir,El Porvenir,populated place,San Miguel,-105.38279,35.69671
United States,Oregon,Gilchrist,Gilchrist,populated place,Klamath,-121.6853,43.47707
United States,Pennsylvania,Neffsville,Neffsville,populated place,Lancaster,-76.30524,40.1001
United States,South Carolina,Ashepoo,Ashepoo River,stream,NA,-80.42371,32.49019
United States,Texas,Harleton,Harleton,populated place,Harrison,-94.57465,32.67653
United States,Utah,Brigham,Brigham Young University,school,Utah,-111.65103,40.24579
United States,Virginia,Old Rag,Old Rag Mountain,mountain,Madison,-78.31417,38.55179
United States,Wisconsin,Nelma,Nelma,populated place,Forest,-88.81791,46.01968
United States,Wyoming,Buford,Buford,populated place,Albany,-105.30471,41.12193
United States,Alabama,Kymulga,Kymulga,populated place,Talladega,-86.29887,33.334
United States,Arkansas,Plum Bayou,Plum Bayou Township,third-order administrative division,Jefferson,-91.8985,34.31691
United States,Delaware,Staytonville,Staytonville,populated place,Sussex,-75.51881,38.84956
United States,Massachusetts,Race Point,Race Point Light,,Barnstable,-70.24281,42.06232
United States,New Mexico,Llano de San Juan,Acequia Madre de Llano San Juan,canal,Taos,-105.67307,36.13975
United States,New York,Long Island City,New York-Northern New Jersey-Long Island,economic region,Queens,-73.91327,40.75766
United States,Oregon,Cow Hollow,Cow Hollow,valley,Douglas,-123.41591,43.22512
United States,Oregon,Keno,Keno,populated place,Klamath,-121.93001,42.12653
United States,Pennsylvania,Penfield,Penfield,populated place,Clearfield,-78.57558,41.20839
United States,Rhode Island,Johnston,Johnston,seat of a third-order administrative division,Providence,-71.50675,41.82186
United States,Rhode Island,Little Compton,Little Compton,populated place,Newport,-71.17116,41.5101
United States,South Carolina,Camp Croft,Camp Croft,populated place,Spartanburg,-81.85288,34.91068
United States,Virginia,McGaheysville,McGaheysville,populated place,Rockingham,-78.73224,38.37124
United States,Virginia,Rosslyn,Rosslyn,populated place,Arlington,-77.07248,38.89678
United States,Washington,Eureka Flats,Eureka Flat,plain(s),Walla Walla,-118.57526,46.32569
United States,West Virginia,Dobra,Dobra,populated place,Logan,-81.82429,37.93455
