state_name,state_alpha,place,lon,lat
California,CA,Yorba Linda,-117.77108997253332,33.88901856043064
California,CA,Yosemite Lakes,-119.77230787506518,37.188549678576464
California,CA,Yosemite Valley,-119.5779329785871,37.74070933458998
California,CA,Yountville,-122.36708163770213,38.396326654277296
California,CA,Yreka,-122.63115677140954,41.72915867284657
California,CA,Yuba City,-121.63812855093217,39.135746694073184
California,CA,Yucaipa,-117.04294803962958,34.03359194816103
California,CA,Yucca Valley,-116.42156001532827,34.12335082054511
California,CA,Zayante,-122.04136425082964,37.08885450380578
Colorado,CO,Acres Green,-104.89579052930364,39.55577548873195
Colorado,CO,Aetna Estates,-104.67343331063427,39.73819027851499
Colorado,CO,Aguilar,-104.65504347323572,37.4036331388264
Colorado,CO,Air Force Academy,-104.8639363673323,38.99418241070136
Colorado,CO,Akron,-103.210862281227,40.15999365198923
Colorado,CO,Alamosa,-105.87694027162364,37.47508618205217
Colorado,CO,Alamosa East,-105.8396931541308,37.4767040061971
Colorado,CO,Allenspark,-105.51123063699204,40.20990217164777
Colorado,CO,Alma,-106.0675709985456,39.28607059476229
Colorado,CO,Alpine,-106.5860450356413,37.687673852759545
Colorado,CO,Altona,-105.29234466865951,40.12535235522247
Colorado,CO,Amherst,-102.17267714932426,40.68314543241913
Colorado,CO,Antonito,-106.01040791162913,37.0762568419141
Colorado,CO,Applewood,-105.16045005146603,39.752364981420435
Colorado,CO,Arboles,-107.4221569587022,37.02010599904263
Colorado,CO,Aristocrat Ranchettes,-104.75493812070368,40.10960131619227
Colorado,CO,Arriba,-103.27403201900724,39.28432376387415
Colorado,CO,Arvada,-105.15101608026517,39.83208277364419
Colorado,CO,Aspen,-106.83691438718981,39.194985634408035
Colorado,CO,Aspen Park,-105.29680188881846,39.54231667844047
Colorado,CO,Atwood,-103.27460359287876,40.55032682107198
Colorado,CO,Ault,-104.73919275832763,40.58934279533754
Colorado,CO,Aurora,-104.73538425796191,39.72739524706884
Colorado,CO,Avon,-106.51332328133363,39.64446798205651
Colorado,CO,Avondale,-104.34338097525851,38.23512789702944
Colorado,CO,Bark Ranch,-105.44164156638156,40.11556977229571
Colorado,CO,Basalt,-107.04151979524987,39.36662582205954
Colorado,CO,Battlement Mesa,-108.00664065038004,39.450518574636064
Colorado,CO,Bayfield,-107.5951983963622,37.234003351780075
Colorado,CO,Bennett,-104.42823664775446,39.736790395492136
Colorado,CO,Berkley,-105.02814657542974,39.804473609278
Colorado,CO,Berthoud,-105.03954481264684,40.30641584986342
Colorado,CO,Bethune,-102.42338139078541,39.303821401309754
Colorado,CO,Beulah Valley,-104.97853854120906,38.066425382905955
Colorado,CO,Black Forest,-104.6752389922773,39.0608275547499
Colorado,CO,Black Hawk,-105.49501073801838,39.804300067703714
Colorado,CO,Blanca,-105.51349783991714,37.439289991289854
Colorado,CO,Blende,-104.56917993720039,38.24688751142641
Colorado,CO,Blue River,-106.03500143232246,39.43625443823584
Colorado,CO,Blue Sky,-103.80568369430296,40.30018509966582
Colorado,CO,Bonanza,-106.14186446655411,38.296614528535976
Colorado,CO,Bonanza Mountain Estates,-105.47972732732545,39.976819973924556
Colorado,CO,Boone,-104.25804156290953,38.24943555050599
Colorado,CO,Boulder,-105.25519072329429,40.02235754449796
Colorado,CO,Bow Mar,-105.05114213792372,39.625327054135845
Colorado,CO,Brandon,-102.4411779084571,38.446417087156604
Colorado,CO,Branson,-103.88391622765147,37.015567863194505
Colorado,CO,Breckenridge,-106.04332142974503,39.499614145466936
Colorado,CO,Brick Center,-104.45793613054782,39.600132937024135
Colorado,CO,Brighton,-104.79411054178294,39.975108861922386
Colorado,CO,Brookside,-105.19094356983456,38.41352942225237
Colorado,CO,Broomfield,-105.05265977932042,39.95409924443937
Colorado,CO,Brush,-103.63345802117571,40.259968039589765
Colorado,CO,Buena Vista,-106.13861134319573,38.83196258243386
Colorado,CO,Burlington,-102.27147654140003,39.30405927135438
Colorado,CO,Byers,-104.21895220576873,39.71006135490494
Colorado,CO,Calhan,-104.29942284166636,39.034454437184834
Colorado,CO,Campo,-102.57859716945232,37.104712739856865
Colorado,CO,Cañon City,-105.22031673390534,38.44303307797326
Colorado,CO,Capulin,-106.10506328862172,37.281864014949235
Colorado,CO,Carbonate,-107.3391289390179,39.74431317948454
Colorado,CO,Carbondale,-107.21473834349841,39.39493823119862
Colorado,CO,Cascade-Chipita Park,-105.00239886759228,38.94330835427008
Colorado,CO,Castle Pines,-104.8484209946852,39.453524647972635
Colorado,CO,Castle Pines Village,-104.89702946067622,39.441803448312044
Colorado,CO,Castle Rock,-104.84868185029683,39.38171938436351
Colorado,CO,Cathedral,-107.03059214143273,38.08355687349147
Colorado,CO,Catherine,-107.13299470204988,39.40172738714995
Colorado,CO,Cattle Creek,-107.25993708142124,39.466681062019795
Colorado,CO,Cedaredge,-107.92546698066172,38.894141436766226
Colorado,CO,Centennial,-104.86736521574373,39.59260832195225
Colorado,CO,Center,-106.11049496283763,37.75123969779906
Colorado,CO,Central City,-105.51174838728295,39.7943194698965
Colorado,CO,Chacra,-107.45087105408956,39.577004659064876
Colorado,CO,Cheraw,-103.51097678054535,38.10757115914912
Colorado,CO,Cherry Creek,-104.86449846864116,39.609406060640794
Colorado,CO,Cherry Hills Village,-104.9480566029883,39.637546899179256
Colorado,CO,Cheyenne Wells,-102.35205379973472,38.819200352989064
Colorado,CO,Cimarron Hills,-104.69953721114923,38.85970840349107
Colorado,CO,City of Creede,-106.92516079038222,37.848574520244235
Colorado,CO,Clifton,-108.45672248656139,39.077473842868564
Colorado,CO,Coal Creek,-105.14216279031777,38.36212321331272
Colorado,CO,Coal Creek,-105.37994821613486,39.90711732181018
Colorado,CO,Coaldale,-105.81546253474811,38.356316426834425
Colorado,CO,Cokedale,-104.62146213693401,37.14429020535999
Colorado,CO,Collbran,-107.96355453258633,39.23994673895435
Colorado,CO,Colona,-107.77947699451303,38.327409395136044
Colorado,CO,Colorado City,-104.84592806243077,37.93651974390672
Colorado,CO,Colorado Springs,-104.76061298494665,38.86739214097962
Colorado,CO,Columbine,-105.06939896562116,39.58786396516067
Colorado,CO,Columbine Valley,-105.03514923513207,39.59939444280448
Colorado,CO,Comanche Creek,-104.32679347980604,39.61500113490563
Colorado,CO,Commerce City,-104.8460200508708,39.863041364127824
Colorado,CO,Conejos,-106.01609972636486,37.08723414399958
Colorado,CO,Copper Mountain,-106.2011057413104,39.4769326030387
Colorado,CO,Cortez,-108.576562000664,37.35046253559657
Colorado,CO,Cotopaxi,-105.69109503387253,38.373866249101276
Colorado,CO,Craig,-107.55545330663261,40.51702669549746
Colorado,CO,Crawford,-107.6093256923119,38.704923695963146
Colorado,CO,Crested Butte,-106.97720865799256,38.86754533419775
Colorado,CO,Crestone,-105.69621015483871,37.99457876598498
Colorado,CO,Cripple Creek,-105.18502550469844,38.74660889319011
Colorado,CO,Crisman,-105.36745927356175,40.04162729769242
Colorado,CO,Crook,-102.80146072442831,40.858770107381034
Colorado,CO,Crowley,-103.85977775910813,38.193537980985404
Colorado,CO,Dacono,-104.9483996178231,40.06196275684172
Colorado,CO,Dakota Ridge,-105.13435554846903,39.619220985900334
Colorado,CO,De Beque,-108.20796476945048,39.305184371589654
Colorado,CO,Deer Trail,-104.04349371711565,39.615746800799236
Colorado,CO,Del Norte,-106.35398801716507,37.67848963684712
Colorado,CO,Delta,-108.07721040524058,38.755983208250846
Colorado,CO,Denver,-104.87587682664186,39.76213187362639
Colorado,CO,Derby,-104.9205110068185,39.841110996708764
Colorado,CO,Dillon,-106.0392387867904,39.621305637708836
Colorado,CO,Dinosaur,-109.00779314565148,40.24019825834282
Colorado,CO,Divide,-105.16194048711004,38.94495485943058
Colorado,CO,Dolores,-108.49987318909143,37.474114304894734
Colorado,CO,Dotsero,-107.05403182196773,39.64630753766952
Colorado,CO,Dove Creek,-108.9071029406488,37.7668405784552
Colorado,CO,Dove Valley,-104.83298282175788,39.57419629351156
Colorado,CO,Downieville-Lawson-Dumont,-105.61260160623804,39.76622112469247
Colorado,CO,Durango,-107.8750511732141,37.27766689512695
Colorado,CO,Eads,-102.77972396335232,38.48143345541702
Colorado,CO,Eagle,-106.81228760361947,39.63679623025198
Colorado,CO,East Pleasant View,-105.15722243758893,39.727876867759726
Colorado,CO,Eaton,-104.7130111855517,40.52564935081213
Colorado,CO,Eckley,-102.48825901868436,40.11234649220175
Colorado,CO,Edgewater,-105.06262319547214,39.75074491874452
Colorado,CO,Edwards,-106.61828674991122,39.62149030977895
Colorado,CO,El Jebel,-107.09204240419105,39.40505013688584
Colorado,CO,El Moro,-104.44911288069217,37.234922128819704
Colorado,CO,Elbert,-104.54030904707108,39.21887710697564
Colorado,CO,Eldora,-105.57799969342757,39.95362342800005
Colorado,CO,Eldorado Springs,-105.26249398266695,39.93671139647362
Colorado,CO,Elizabeth,-104.60707046840514,39.36001461499137
Colorado,CO,Ellicott,-104.38286906883724,38.82558428511673
Colorado,CO,Empire,-105.68210480736701,39.75947515541076
Colorado,CO,Englewood,-104.99424431264273,39.646842175532896
Colorado,CO,Erie,-105.03979317036337,40.0403168248645
Colorado,CO,Estes Park,-105.52153118474047,40.36988784790974
Colorado,CO,Evans,-104.73890313524716,40.366005131758335
Colorado,CO,Evergreen,-105.33557073345204,39.63490441650445
Colorado,CO,Fairmount,-105.17125402010711,39.79311627072295
Colorado,CO,Fairplay,-105.99654199464766,39.2245138744299
Colorado,CO,Federal Heights,-105.01541679342161,39.865058998217656
Colorado,CO,Firestone,-104.94033510068901,40.154663959258976
Colorado,CO,Flagler,-103.07300516551832,39.296301576703776
Colorado,CO,Fleming,-102.83958587803785,40.68208623103284
Colorado,CO,Florence,-105.11142810666284,38.38364654712754
Colorado,CO,Florissant,-105.29005775666408,38.944519566993854
Colorado,CO,Floyd Hill,-105.43059257895023,39.724108223661
Colorado,CO,Fort Carson,-104.7840434795256,38.74029438993
Colorado,CO,Fort Collins,-105.0656244268538,40.54775461797442
Colorado,CO,Fort Garland,-105.43503941492774,37.427922710931135
Colorado,CO,Fort Lupton,-104.80241953938051,40.08310181626399
Colorado,CO,Fort Morgan,-103.79090388734764,40.25384879089478
Colorado,CO,Fountain,-104.68349837880878,38.68835006883829
Colorado,CO,Fowler,-104.02640998728671,38.13037170931884
Colorado,CO,Foxfield,-104.78571004019362,39.588132546849934
Colorado,CO,Franktown,-104.74864026838608,39.39056486208399
Colorado,CO,Fraser,-105.80295445032472,39.93027792142039
Colorado,CO,Frederick,-104.96929178532152,40.10893535803277
Colorado,CO,Frisco,-106.09156234762659,39.57916104126923
Colorado,CO,Fruita,-108.73153661907178,39.15527309872649
Colorado,CO,Fruitvale,-108.47781696120424,39.09318153140497
Colorado,CO,Fulford,-106.6575512930013,39.51659852329819
Colorado,CO,Garden City,-104.68930215816184,40.39475638371505
Colorado,CO,Garfield,-106.28958456238786,38.54935797574435
Colorado,CO,Genesee,-105.27186108757274,39.68727287467093
Colorado,CO,Genoa,-103.4984189960675,39.27823291462473
Colorado,CO,Georgetown,-105.69402146058012,39.71810894794064
Colorado,CO,Gerrard,-106.57524804981544,37.67833263987251
Colorado,CO,Gilcrest,-104.782022778329,40.28418619770702
Colorado,CO,Glendale,-105.37147385443822,40.086934062196875
Colorado,CO,Glendale,-104.93519226220407,39.70362465662149
Colorado,CO,Gleneagle,-104.82878913177915,39.045334433889884
Colorado,CO,Glenwood Springs,-107.33464698504443,39.54546384178261
Colorado,CO,Gold Hill,-105.41891715855833,40.0597379775127
Colorado,CO,Golden,-105.21176426330483,39.74058135427397
Colorado,CO,Goldfield,-105.12539396317449,38.71765516733555
Colorado,CO,Granada,-102.31153246162151,38.062959109536564
Colorado,CO,Granby,-105.91935656182193,40.064773695598035
Colorado,CO,Grand Junction,-108.56645789778158,39.08771628956666
Colorado,CO,Grand Lake,-105.82313311256094,40.25031664676776
Colorado,CO,Grand View Estates,-104.8188856603457,39.54393047836635
Colorado,CO,Greeley,-104.77055484551325,40.41514687374275
Colorado,CO,Green Mountain Falls,-105.02350462435145,38.93450804631908
Colorado,CO,Greenwood Village,-104.91300903876281,39.61524494033476
Colorado,CO,Grover,-104.22600419551806,40.86914813604588
Colorado,CO,Guffey,-105.50244052525402,38.75909254973892
Colorado,CO,Gunbarrel,-105.17138384069827,40.06334764175284
Colorado,CO,Gunnison,-106.9224998197621,38.54550258091982
Colorado,CO,Gypsum,-106.92860511100002,39.63736461966236
Colorado,CO,Hartman,-102.22154242781438,38.120977640584215
Colorado,CO,Hasty,-102.95602367016068,38.106343414319795
Colorado,CO,Haswell,-103.1649783658301,38.45249508557749
Colorado,CO,Haxtun,-102.62981644687619,40.64191197475827
Colorado,CO,Hayden,-107.23817387966879,40.48475189834024
Colorado,CO,Heeney,-106.30005988163848,39.87110331912645
Colorado,CO,Hidden Lake,-105.47765619666885,40.10551393540389
Colorado,CO,Highlands Ranch,-104.97075759329981,39.54193564513811
Colorado,CO,Hillrose,-103.52221497530955,40.324508893033354
Colorado,CO,Hoehne,-104.38902881621489,37.28147981965921
Colorado,CO,Holly,-102.12468269817063,38.05537881227101
Colorado,CO,Holly Hills,-104.92037425089399,39.66737856552304
Colorado,CO,Holyoke,-102.29752930357945,40.58197292158713
Colorado,CO,Hooper,-105.8777370658472,37.74597942555408
Colorado,CO,Hot Sulphur Springs,-106.10315063717185,40.07483027736807
Colorado,CO,Hotchkiss,-107.71356498586876,38.7990354103773
Colorado,CO,Howard,-105.84237310716372,38.409769056607765
Colorado,CO,Hudson,-104.62163555115364,40.08978483446242
Colorado,CO,Hugo,-103.47308878085327,39.13615222232877
Colorado,CO,Idaho Springs,-105.51137690063887,39.74518415174527
Colorado,CO,Idalia,-102.29383935487152,39.70288779829095
Colorado,CO,Idledale,-105.24319737259654,39.66883047370553
Colorado,CO,Ignacio,-107.63746714363559,37.11814808421281
Colorado,CO,Iliff,-103.06613437608146,40.7591800498307
Colorado,CO,Indian Hills,-105.25086351222235,39.629421722360554
Colorado,CO,Inverness,-104.86165677633575,39.578468492721775
Colorado,CO,Jackson Lake,-104.07109840617618,40.375649766947426
Colorado,CO,Jamestown,-105.39158924712362,40.117890267008484
Colorado,CO,Jansen,-104.55006708095613,37.15811700517946
Colorado,CO,Joes,-102.67854166710708,39.65593812886204
Colorado,CO,Johnson Village,-106.10713044933516,38.81199871220128
Colorado,CO,Johnstown,-104.94805894023645,40.34986161658349
Colorado,CO,Julesburg,-102.26272057107661,40.98491050198617
Colorado,CO,Keenesburg,-104.50401463411555,40.11119071050016
Colorado,CO,Ken Caryl,-105.11435641153331,39.57703826868865
Colorado,CO,Kersey,-104.57706570742795,40.3895097564008
Colorado,CO,Keystone,-105.93833338009311,39.59005214458052
Colorado,CO,Kim,-103.35323184420292,37.2472113870061
Colorado,CO,Kiowa,-104.46337778065534,39.34385566946508
Colorado,CO,Kirk,-102.59199996675692,39.61269412456092
Colorado,CO,Kit Carson,-102.79542776024817,38.76284157485046
Colorado,CO,Kittredge,-105.30445274120282,39.65925772423761
Colorado,CO,Kremmling,-106.37821393109671,40.05655424408256
Colorado,CO,La Jara,-105.95983612285727,37.27350213618818
Colorado,CO,La Junta,-103.547348539042,37.97918428036975
Colorado,CO,La Junta Gardens,-103.55485078254429,38.001387980731664
Colorado,CO,La Salle,-104.7062396253175,40.34780518716849
Colorado,CO,La Veta,-105.00856107261833,37.50846052234198
Colorado,CO,Lafayette,-105.0988091369471,39.99484955859289
Colorado,CO,Laird,-102.10199881924319,40.081883824661034
Colorado,CO,Lake City,-107.31058290955768,38.03015739384859
Colorado,CO,Lakeside,-105.05790689979433,39.78021573113089
Colorado,CO,Lakewood,-105.11681000665145,39.69769012247662
Colorado,CO,Lamar,-102.61527964641704,38.07390706272821
Colorado,CO,Laporte,-105.1443662085074,40.63848123794682
Colorado,CO,Larkspur,-104.8920722323492,39.23176807231311
Colorado,CO,Las Animas,-103.22366829726602,38.06946772394774
Colorado,CO,Lazy Acres,-105.33125654958374,40.08369869819145
Colorado,CO,Leadville,-106.29338366823275,39.2472978522639
Colorado,CO,Leadville North,-106.31121949525996,39.259980290162126
Colorado,CO,Lewis,-108.660033841756,37.50170314915426
Colorado,CO,Leyner,-105.10732916208198,40.05111302629084
Colorado,CO,Limon,-103.68817355728822,39.263978916766284
Colorado,CO,Lincoln Park,-105.21316693145256,38.425489981432555
Colorado,CO,Littleton,-105.01543819424195,39.59364179159885
Colorado,CO,Lochbuie,-104.7270500400733,40.01186615156901
Colorado,CO,Log Lane Village,-103.82872856406443,40.269591962682306
Colorado,CO,Loghill Village,-107.77898573237613,38.19617493184568
Colorado,CO,Loma,-108.80502635645094,39.207511959813836
Colorado,CO,Lone Tree,-104.8709740251066,39.53091179992838
Colorado,CO,Longmont,-105.10048277268315,40.168559251585854
Colorado,CO,Louisville,-105.14396537170899,39.97093691081799
Colorado,CO,Louviers,-105.00333478757435,39.479931850954785
Colorado,CO,Loveland,-105.06228875587072,40.416588112237775
Colorado,CO,Lynn,-104.64303459783345,37.421904537904226
Colorado,CO,Lyons,-105.27000079967942,40.22328837897327
Colorado,CO,Manassa,-105.93726295346508,37.17383780505127
Colorado,CO,Mancos,-108.2939216282938,37.346639231693345
Colorado,CO,Manitou Springs,-104.91279814307815,38.85762107387224
Colorado,CO,Manzanola,-103.86687979484516,38.10872566749257
Colorado,CO,Marble,-107.19099746582532,39.0715573204995
Colorado,CO,Maybell,-108.08893555584427,40.51909118169875
Colorado,CO,Maysville,-106.21565058256044,38.53049593293909
Colorado,CO,McCoy,-106.72579863833508,39.91431583429417
Colorado,CO,Mead,-104.98888334254674,40.23465954297829
Colorado,CO,Meeker,-107.89489397614669,40.04995582048062
Colorado,CO,Meridian,-104.8469090815006,39.54214281162059
Colorado,CO,Merino,-103.35350393223725,40.48364429763173
Colorado,CO,Midland,-105.1577066318408,38.84685493829815
Colorado,CO,Milliken,-104.85391843061261,40.30422857011417
Colorado,CO,Minturn,-106.37685076199068,39.53776731116964
Colorado,CO,Moffat,-105.90484662324515,38.00195236300784
Colorado,CO,Monte Vista,-106.14993946357583,37.57887602571031
Colorado,CO,Montezuma,-105.86764552362953,39.58151706199482
Colorado,CO,Montrose,-107.85874321660356,38.46873956654395
Colorado,CO,Monument,-104.84628539698973,39.07512103049354
Colorado,CO,Morgan Heights,-103.82748605247299,40.28745040494975
Colorado,CO,Morrison,-105.1935924961445,39.643047484727006
Colorado,CO,Mount Crested Butte,-106.96055559402308,38.90813993228786
Colorado,CO,Mountain Meadows,-105.38316939940535,40.02700812206695
Colorado,CO,Mountain View,-105.0567113510299,39.774768778414916
Colorado,CO,Mountain Village,-107.85772065250717,37.93242128170639
Colorado,CO,Mulford,-107.16604835218172,39.40635722906473
Colorado,CO,Naturita,-108.56657496093634,38.21833802861818
Colorado,CO,Nederland,-105.50713697514232,39.96330310661663
Colorado,CO,New Castle,-107.52667894715637,39.57756775354008
Colorado,CO,Niwot,-105.1551627322731,40.09799881680961
Colorado,CO,No Name,-107.29299562701944,39.559748248460004
Colorado,CO,Norrie,-106.65621348249253,39.32798200373607
Colorado,CO,North La Junta,-103.52275516351348,37.99853971256245
Colorado,CO,North Washington,-104.97924554744826,39.80850191291552
Colorado,CO,Northglenn,-104.9822573237776,39.89596813124822
Colorado,CO,Norwood,-108.29173572434158,38.12895178487685
Colorado,CO,Nucla,-108.54896287397956,38.26682696859042
Colorado,CO,Nunn,-104.78637643240022,40.71315310058318
Colorado,CO,Oak Creek,-106.95750975749206,40.27407638198869
Colorado,CO,Olathe,-107.98372620516926,38.60898369142057
Colorado,CO,Olney Springs,-103.94446913474582,38.16626601211987
Colorado,CO,Ophir,-107.8329305682767,37.856755446282584
Colorado,CO,Orchard,-104.1183434553381,40.33182476815144
Colorado,CO,Orchard City,-107.97051071545445,38.81437004701874
Colorado,CO,Orchard Mesa,-108.51627927698888,39.02883477826577
Colorado,CO,Ordway,-103.75664876055157,38.220889903153584
Colorado,CO,Otis,-102.96213703640974,40.150097772013694
Colorado,CO,Ouray,-107.67337299982194,38.02757310260094
Colorado,CO,Ovid,-102.38829160059719,40.96072271456885
Colorado,CO,Padroni,-103.17334228744429,40.781777462335775
Colorado,CO,Pagosa Springs,-107.03065332626956,37.26738958307833
Colorado,CO,Palisade,-108.35733665280831,39.10832105445537
Colorado,CO,Palmer Lake,-104.90592391641354,39.11527125202497
Colorado,CO,Paoli,-102.47173692764406,40.612819386963714
Colorado,CO,Paonia,-107.59193129664683,38.869714760976684
Colorado,CO,Parachute,-108.05485578535217,39.45012422695293
Colorado,CO,Paragon Estates,-105.1811760233312,39.98019812217229
Colorado,CO,Parker,-104.77532881003565,39.50835004165231
Colorado,CO,Parshall,-106.17582108663566,40.05548272776254
Colorado,CO,Peetz,-103.11385309425197,40.961694480469696
Colorado,CO,Penrose,-105.00038757528591,38.421294914967206
Colorado,CO,Peoria,-104.14558319397253,39.664868316694104
Colorado,CO,Perry Park,-104.98247514586838,39.259734728196406
Colorado,CO,Peyton,-104.49043267231387,39.03298410267287
Colorado,CO,Phippsburg,-106.95085086163763,40.23012787553558
Colorado,CO,Piedra,-107.16846198980473,37.4417958979926
Colorado,CO,Pierce,-104.75514606170997,40.633485195894245
Colorado,CO,Pine Brook Hill,-105.31027992136626,40.047058003653284
Colorado,CO,Pitkin,-106.51494794054697,38.60875816947869
Colorado,CO,Platteville,-104.8340398734931,40.222068176433744
Colorado,CO,Poncha Springs,-106.09443454162403,38.514001135438754
Colorado,CO,Ponderosa Park,-104.63552005184017,39.39863867716745
Colorado,CO,Portland,-107.69521352128247,38.08920979294057
Colorado,CO,Pritchett,-102.85872689878438,37.370018246834405
Colorado,CO,Pueblo,-104.61000788462914,38.2711163960855
Colorado,CO,Pueblo West,-104.72659974915685,38.35506899578891
Colorado,CO,Ramah,-104.16734857917822,39.122234568056605
Colorado,CO,Rangely,-108.7794249259409,40.08612514753491
Colorado,CO,Raymer (New Raymer),-103.8433989508673,40.60795707982807
Colorado,CO,Red Cliff,-106.37025566790416,39.50921860360183
Colorado,CO,Red Feather Lakes,-105.58644902272327,40.80714020247706
Colorado,CO,Redlands,-108.68047058361948,39.102813706811965
Colorado,CO,Redstone,-107.2407854949026,39.183836443538006
Colorado,CO,Redvale,-108.4125604501327,38.176131154486384
Colorado,CO,Rico,-108.03181143767094,37.68908584473953
Colorado,CO,Ridgway,-107.75453682156206,38.1573288497242
Colorado,CO,Rifle,-107.77290232848775,39.53623019532449
Colorado,CO,Rock Creek Park,-104.83467664327486,38.70111690372712
Colorado,CO,Rockvale,-105.16461311477326,38.36443577042907
Colorado,CO,Rocky Ford,-103.72261227290045,38.049991681914634
Colorado,CO,Rollinsville,-105.5135674741242,39.92315964923932
Colorado,CO,Romeo,-105.9854160891927,37.17182522106015
Colorado,CO,Roxborough Park,-105.0746309498336,39.44920839163269
Colorado,CO,Rye,-104.93219209356262,37.92146401457837
Colorado,CO,Saddle Ridge,-103.80225651132993,40.313402340320536
Colorado,CO,Saguache,-106.14091477119645,38.08629931575075
Colorado,CO,Salida,-105.99809770349927,38.53002988468624
Colorado,CO,Salt Creek,-104.58814569014945,38.23892554889736
Colorado,CO,San Acacio,-105.5666399825774,37.20863420550154
Colorado,CO,San Luis,-105.42246067193349,37.20239127048758
Colorado,CO,Sanford,-105.90067491120833,37.25734457166945
Colorado,CO,Sawpit,-108.00216868037455,37.99469776693921
Colorado,CO,Security-Widefield,-104.71427236259721,38.74955684212289
Colorado,CO,Sedalia,-104.96987359545237,39.43961786122002
Colorado,CO,Sedgwick,-102.52541376193062,40.935349963282185
Colorado,CO,Segundo,-104.73957686930626,37.12252420688781
Colorado,CO,Seibert,-102.8691000357664,39.29833169410719
Colorado,CO,Seven Hills,-105.33234203207142,40.036091124105205
Colorado,CO,Severance,-104.85657659641028,40.524836884334476
Colorado,CO,Shaw Heights,-105.03903479471415,39.85663632110772
Colorado,CO,Sheridan,-105.01811107255905,39.64662433209995
Colorado,CO,Sheridan Lake,-102.29440521922717,38.46670498300812
Colorado,CO,Sherrelwood,-105.00137000292783,39.83895624189595
Colorado,CO,Silt,-107.65329718100578,39.54838343591295
Colorado,CO,Silver Cliff,-105.41038968578808,38.12038499928704
Colorado,CO,Silver Plume,-105.72655038072429,39.695768575380924
Colorado,CO,Silverthorne,-106.08671687478487,39.655961816882474
Colorado,CO,Silverton,-107.6647777844852,37.810956764228756
Colorado,CO,Simla,-104.0823796783274,39.140791539184384
Colorado,CO,Smeltertown,-106.00845672411961,38.55233329098169
Colorado,CO,Snowmass Village,-106.93860615339007,39.22072569829958
Colorado,CO,Snyder,-103.59196357064985,40.3308639103905
Colorado,CO,South Fork,-106.64181751786768,37.66914442432946
Colorado,CO,Southern Ute,-107.5932947161328,37.07492156241425
Colorado,CO,Springfield,-102.6188702943744,37.404930838648404
Colorado,CO,St. Ann Highlands,-105.45567545257165,39.98730032314735
Colorado,CO,St. Mary's,-105.6478612101803,39.81623772984489
Colorado,CO,Starkville,-104.52328100459003,37.11710181916193
Colorado,CO,Steamboat Springs,-106.82426251045406,40.47768168299496
Colorado,CO,Sterling,-103.19250162120704,40.62056960467613
Colorado,CO,Stonegate,-104.80325169730891,39.5356236954361
Colorado,CO,Stonewall Gap,-105.03400047614139,37.160420029927856
Colorado,CO,Strasburg,-104.31948315737242,39.71810111523765
Colorado,CO,Stratmoor,-104.77870421874309,38.773172052333855
Colorado,CO,Stratton,-102.60349359808023,39.30287907567165
Colorado,CO,Sugar City,-103.66334643009785,38.232774429571826
Colorado,CO,Sugarloaf,-105.40777622563002,40.018873543413555
Colorado,CO,Sunshine,-105.369551916442,40.06362254371993
Colorado,CO,Superior,-105.15879587951665,39.93407548312149
Colorado,CO,Swink,-103.62911362286619,38.013801662648525
Colorado,CO,Tabernash,-105.84439837840176,39.9788819972733
Colorado,CO,Tall Timber,-105.34977117570675,40.01513749741383
Colorado,CO,Telluride,-107.82690294251812,37.93639679335077
Colorado,CO,The Pinery,-104.75913557331678,39.44615999812464
Colorado,CO,Thornton,-104.94380245813123,39.91976595891603
Colorado,CO,Timnath,-104.9620073984069,40.53432617146626
Colorado,CO,Todd Creek,-104.87255045581631,39.97952825407636
Colorado,CO,Towaoc,-108.72645649220733,37.2125960635243
Colorado,CO,Towner,-102.0803741017039,38.47045255349026
Colorado,CO,Trail Side,-103.8432404003715,40.24926457872451
Colorado,CO,Trinidad,-104.49075258049655,37.17503493677517
Colorado,CO,Twin Lakes,-106.31900671810625,39.10376078908118
Colorado,CO,Twin Lakes,-105.00363066660036,39.82287298736254
Colorado,CO,Two Buttes,-102.39644279107215,37.56073997333348
Colorado,CO,Upper Bear Creek,-105.41541728183986,39.63183614294767
Colorado,CO,Vail,-106.36073878862535,39.63858245753613
Colorado,CO,Valdez,-104.6793810513449,37.12388096037617
Colorado,CO,Valmont,-105.20582748897665,40.03411187727869
Colorado,CO,Vernon,-102.30736881014009,39.939920890222226
Colorado,CO,Victor,-105.14204427323926,38.708740454069016
Colorado,CO,Vilas,-102.44743228018399,37.37366672788988
Colorado,CO,Vineland,-104.45986522382417,38.244748630993904
Colorado,CO,Vona,-102.74345071962833,39.30225464073714
Colorado,CO,Walden,-106.28133557526095,40.73152660044351
Colorado,CO,Walsenburg,-104.78176040912415,37.63066032516782
Colorado,CO,Walsh,-102.27989570609586,37.38612732726894
Colorado,CO,Ward,-105.51363451569634,40.07263638224674
Colorado,CO,Watkins,-104.5786603718269,39.69712622844053
Colorado,CO,Welby,-104.96547319592217,39.84029339552413
Colorado,CO,Weldona,-103.9693141776481,40.34844811824175
Colorado,CO,Wellington,-105.0086029141304,40.70216106680972
Colorado,CO,West Pleasant View,-105.17956778498822,39.7333623074622
Colorado,CO,Westcliffe,-105.4654006799039,38.13395643083829
